0,035
0,021
0,018
0,02
0,02
0,023
0,021
0,043
0,022
0,016
0,02
0,026
0,033
0,048
0,035
0,018
0,024
0,012
0,017
0,011
0,016
0,017
0,016
0,016
0,012
0,011
0,015
0,016
0,014
0,016
0,012
0,017
0,015
0,013
0,012
0,014
0,014
0,015
0,015
0,013
0,018
0,014
0,014
0,011
0,016
0,011
0,017
0,013
0,015
0,012
0,015
0,01
0,016
0,016
0,02
0,02
0,012
0,018
0,014
0,015
0,016
0,015
0,017
0,013
0,017
0,021
0,015
0,018
0,016
0,019
0,021
0,011
0,019
0,013
0,024
0,014
0,018
0,015
0,019
0,021
0,014
0,016
0,014
0,016
0,016
0,016
0,018
0,013
0,016
0,018
0,024
0,017
0,015
0,017
0,017
0,011
0,016
0,012
0,016
0,018
0,014
0,015
0,013
0,012
0,013
0,017
0,012
0,017
0,014
0,015
0,013
0,017
0,011
0,014
0,011
0,015
0,012
0,018
0,011
0,017
0,012
0,016
0,017
0,014
0,016
0,014
0,015
0,014
0,014
0,013
0,017
0,012
0,015
0,015
0,018
0,016
0,018
0,014
0,011
0,015
0,013
0,017
0,019
0,012
0,016
0,012
0,015
0,014
0,016
0,012
0,015
0,014
0,017
0,017
0,013
0,011
0,018
0,011
0,017
0,034
0,038
0,014
0,045
0,01
0,015
0,016
0,011
0,015
0,013
0,01
0,016
0,015
0,012
0,015
0,013
0,012
0,017
0,016
0,012
0,015
0,013
0,016
0,012
0,016
0,013
0,017
0,012
0,015
0,015
0,02
0,018
0,013
0,014
0,012
0,015
0,012
0,014
0,012
0,012
0,015
0,016
0,013
0,016
0,014
0,016
0,014
0,017
0,011
0,018
0,014
0,016
0,015
0,011
0,014
0,011
0,011
0,016
0,015
0,011
0,012
0,012
0,013
0,015
0,017
0,014
0,016
0,015
0,015
0,018
0,012
0,013
0,016
0,011
0,017
0,018
0,011
0,016
0,012
0,012
0,015
0,019
0,011
0,016
0,017
0,016
0,015
0,015
0,015
0,014
0,015
0,014
0,019
0,012
0,013
0,011
0,017
0,019
0,014
0,015
0,012
0,013
0,016
0,016
0,015
0,016
0,014
0,015
0,013
0,017
0,011
0,015
0,013
0,015
0,019
0,012
0,014
0,012
0,012
0,013
0,016
0,011
0,016
0,015
0,014
0,012
0,016
0,013
0,015
0,011
0,014
0,015
0,017
0,012
0,015
0,011
0,02
0,024
0,015
0,016
0,014
0,016
0,017
0,014
0,021
0,02
0,014
0,018
0,025
0,021
0,024
0,02
0,022
0,03
0,023
0,018
0,026
0,041
0,017
0,025
0,022
0,023
0,024
0,032
0,032
0,035
0,03
0,017
0,018
0,017
0,02
0,014
0,018
0,02
0,016
0,018
0,014
0,047
0,047
0,019
0,028
0,021
0,018
0,018
0,017
0,016
0,018
0,016
0,021
0,019
0,014
0,017
0,012
0,021
0,018
0,016
0,018
0,018
0,016
0,016
0,015
0,018
0,013
0,021
0,02
0,02
0,015
0,017
0,019
0,013
0,017
0,013
0,015
0,018
0,015
0,016
0,014
0,018
0,019
0,014
0,017
0,012
0,012
0,016
0,016
0,011
0,015
0,013
0,016
0,012
0,022
0,015
0,014
0,01
0,016
0,015
0,011
0,017
0,013
0,015
0,012
0,015
0,011
0,016
0,011
0,012
0,014
0,015
0,011
0,016
0,013
0,016
0,02
0,013
0,014
0,013
0,012
0,016
0,016
0,012
0,015
0,014
0,016
0,012
0,015
0,012
0,017
0,015
0,018
0,018
0,012
0,016
0,014
0,017
0,017
0,012
0,012
0,017
0,011
0,016
0,017
0,013
0,015
0,015
0,013
0,013
0,014
0,012
0,015
0,012
0,016
0,012
0,015
0,012
0,017
0,016
0,017
0,017
0,015
0,015
0,014
0,016
0,017
0,018
0,015
0,015
0,011
0,013
0,015
0,012
0,014
0,013
0,018
0,011
0,014
0,014
0,018
0,02
0,018
0,021
0,016
0,016
0,017
0,011
0,016
0,011
0,017
0,016
0,012
0,015
0,013
0,011
0,02
0,015
0,013
0,017
0,012
0,016
0,012
0,016
0,012
0,016
0,011
0,017
0,016
0,014
0,017
0,013
0,016
0,012
0,017
0,013
0,016
0,013
0,016
0,013
0,016
0,012
0,018
0,049
0,02
0,041
0,015
0,011
0,016
0,013
0,017
0,021
0,013
0,018
0,015
0,022
0,02
0,018
0,014
0,019
0,021
0,018
0,016
0,015
0,025
0,021
0,017
0,016
0,02
0,017
0,026
0,014
0,016
0,019
0,02
0,016
0,015
0,018
0,013
0,017
0,013
0,013
0,013
0,014
0,013
0,012
0,015
0,012
0,016
0,013
0,018
0,018
0,016
0,019
0,015
0,019
0,024
0,011
0,014
0,015
0,016
0,016
0,013
0,015
0,012
0,011
0,014
0,017
0,015
0,017
0,013
0,015
0,013
0,015
0,012
0,018
0,012
0,017
0,018
0,014
0,016
0,012
0,019
0,03
0,023
0,016
0,025
0,023
0,018
0,017
0,021
0,023
0,038
0,044
0,027
0,026
0,047
0,033
0,031
0,032
0,034
0,028
0,013
0,016
0,022
0,015
0,016
0,013
0,018
0,018
0,015
0,019
0,016
0,019
0,02
0,019
0,014
0,017
0,014
0,017
0,011
0,016
0,013
0,015
0,018
0,012
0,015
0,013
0,012
0,018
0,016
0,012
0,016
0,013
0,016
0,018
0,012
0,015
0,014
0,011
0,016
0,021
0,014
0,017
0,022
0,013
0,016
0,01
0,017
0,012
0,016
0,013
0,013
0,012
0,019
0,013
0,014
0,019
0,012
0,016
0,013
0,015
0,012
0,015
0,011
0,015
0,045
0,058
0,218
0,038
0,022
0,024
0,01
0,025
0,026
0,031
0,029
0,02
0,024
0,02
0,017
0,021
0,028
0,02
0,017
0,019
0,02
0,019
0,016
0,021
0,028
0,017
0,018
0,019
0,018
0,018
0,026
0,022
0,025
0,02
0,016
0,031
0,044
0,014
0,023
0,055
0,035
0,028
0,017
0,017
0,022
0,013
0,02
0,022
0,018
0,013
0,021
0,011
0,014
0,013
0,016
