0,01
0,013
0,018
0,021
0,018
0,022
0,021
0,022
0,013
0,021
0,022
0,032
0,039
0,016
0,022
0,021
0,021
0,024
0,025
0,038
0,039
0,033
0,018
0,011
0,012
0,016
0,018
0,011
0,016
0,012
0,015
0,013
0,015
0,013
0,015
0,011
0,013
0,013
0,016
0,013
0,016
0,014
0,013
0,011
0,018
0,012
0,017
0,013
0,015
0,016
0,011
0,014
0,017
0,014
0,013
0,028
0,026
0,02
0,018
0,018
0,022
0,017
0,014
0,016
0,012
0,015
0,012
0,017
0,018
0,013
0,016
0,013
0,011
0,017
0,022
0,019
0,015
0,011
0,02
0,017
0,021
0,016
0,012
0,019
0,016
0,014
0,019
0,02
0,02
0,013
0,017
0,017
0,013
0,018
0,012
0,011
0,018
0,02
0,012
0,017
0,012
0,019
0,016
0,011
0,014
0,014
0,011
0,043
0,039
0,019
0,039
0,016
0,019
0,013
0,012
0,016
0,011
0,018
0,012
0,017
0,018
0,012
0,017
0,012
0,011
0,021
0,018
0,015
0,013
0,011
0,019
0,016
0,012
0,017
0,013
0,014
0,012
0,015
0,015
0,016
0,012
0,016
0,013
0,016
0,011
0,019
0,01
0,015
0,016
0,012
0,016
0,015
0,016
0,012
0,015
0,014
0,014
0,016
0,016
0,016
0,015
0,016
0,014
0,011
0,019
0,015
0,01
0,014
0,012
0,014
0,012
0,016
0,011
0,017
0,011
0,011
0,013
0,017
0,012
0,017
0,013
0,015
0,014
0,013
0,011
0,017
0,011
0,018
0,017
0,012
0,015
0,013
0,02
0,019
0,013
0,016
0,015
0,016
0,013
0,018
0,014
0,012
0,01
0,015
0,016
0,012
0,017
0,017
0,016
0,016
0,017
0,012
0,017
0,01
0,015
0,018
0,016
0,018
0,015
0,022
0,019
0,019
0,017
0,019
0,013
0,02
0,025
0,02
0,019
0,018
0,02
0,017
0,026
0,017
0,022
0,024
0,024
0,012
0,023
0,023
0,02
0,016
0,019
0,025
0,012
0,021
0,027
0,015
0,015
0,016
0,021
0,017
0,022
0,014
0,022
0,015
0,017
0,016
0,024
0,022
0,02
0,019
0,018
0,021
0,013
0,021
0,015
0,022
0,012
0,011
0,016
0,014
0,016
0,016
0,012
0,015
0,013
0,017
0,05
0,017
0,035
0,017
0,011
0,014
0,018
0,028
0,025
0,018
